,NAME,FNAME,POSITION,POSITION2,HAND,OVERALLRTG,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,CHEMTYPE,year
2202,Zhizhi,Wang,1.0,0.0,1,58,70,28.0,72,58,35,40,52.0,66.0,11,56.0,52.0,56,34,35,33,86,60,18,50,45.0,8.0,35,5.0,08
2203,Stojakovic,Peja,2.0,3.0,0,82,84,85.0,91,60,61,7,29.0,69.0,47,86.0,63.0,75,69,61,67,63,86,25,87,75.0,43.0,71,2.0,08
2204,Bell,Raja,3.0,2.0,0,74,64,79.0,74,59,80,7,12.0,44.0,43,72.0,90.0,75,80,61,62,59,58,25,67,58.0,20.0,50,2.0,08
2205,Brown,Kwame,0.0,1.0,0,75,60,0.0,54,80,49,59,77.0,81.0,21,51.0,73.0,67,70,71,48,69,60,12,70,74.0,0.0,44,0.0,08
2206,Chandler,Tyson,0.0,1.0,0,80,68,0.0,55,80,69,80,84.0,88.0,14,60.0,80.0,65,66,78,40,75,65,12,70,68.0,0.0,33,7.0,08
2207,Williams,Alvin,4.0,3.0,0,63,60,55.0,78,10,59,9,8.0,41.0,63,54.0,64.0,78,69,38,76,42,47,23,65,55.0,17.0,42,3.0,08
2208,Harrington,Al,1.0,2.0,0,80,75,43.0,67,72,60,27,44.0,65.0,57,80.0,65.0,66,67,85,60,74,58,20,80,80.0,8.0,75,8.0,08
2209,Gasol,Pau,1.0,0.0,0,85,80,12.0,72,71,36,82,67.0,80.0,55,87.0,80.0,70,62,60,58,63,90,15,73,87.0,0.0,66,7.0,08
2210,Jamison,Antawn,1.0,2.0,0,80,75,68.0,76,82,38,9,49.0,71.0,28,80.0,61.0,73,71,81,65,60,90,25,80,80.0,17.0,62,3.0,08
2211,Curry,Eddy,0.0,1.0,0,74,60,0.0,63,85,20,50,77.0,81.0,9,75.0,68.0,53,53,79,32,89,80,12,62,80.0,0.0,59,0.0,08
2212,Wells,Bonzi,3.0,2.0,0,75,74,63.0,75,60,77,28,26.0,63.0,25,74.0,61.0,75,76,65,70,57,80,25,67,53.0,17.0,59,4.0,08
2213,Skinner,Brian,1.0,0.0,0,67,45,0.0,52,66,59,82,79.0,81.0,21,46.0,64.0,52,45,50,24,83,66,12,50,55.0,0.0,33,6.0,08
2214,Richardson,Jason,3.0,2.0,0,86,80,75.0,67,94,80,18,36.0,57.0,50,89.0,72.0,82,86,97,85,65,53,25,80,53.0,27.0,71,3.0,08
2215,Mobley,Cuttino,3.0,4.0,1,77,80,80.0,83,65,56,19,14.0,40.0,37,77.0,65.0,83,83,75,71,62,72,25,76,42.0,37.0,55,9.0,08
2216,Battier,Shane,2.0,3.0,0,76,70,70.0,70,56,70,48,50.0,53.0,23,70.0,78.0,68,75,60,60,58,69,25,71,57.0,34.0,38,3.0,08
2217,Nowitzki,Dirk,1.0,2.0,0,92,91,84.0,90,74,64,72,34.0,89.0,40,95.0,68.0,64,64,59,80,69,85,25,81,86.0,20.0,79,3.0,08
2218,Griffin,Eddie,1.0,0.0,0,70,59,69.0,60,70,27,88,68.0,89.0,16,60.0,42.0,51,49,68,43,50,35,25,50,65.0,39.0,43,4.0,08
2219,James,Jerome,0.0,0.0,0,57,42,0.0,62,64,30,67,52.0,65.0,9,57.0,49.0,34,30,50,18,80,55,12,50,65.0,0.0,32,9.0,08
2220,Williams,Jason,4.0,3.0,0,73,72,75.0,86,29,50,3,7.0,28.0,84,81.0,60.0,85,85,60,88,39,69,25,75,42.0,50.0,46,9.0,08
2221,Hughes,Larry,3.0,4.0,0,84,74,61.0,75,76,97,10,25.0,68.0,65,87.0,85.0,80,82,81,83,41,60,25,79,59.0,19.0,77,2.0,08
2222,Diop,DeSagana,0.0,0.0,0,66,34,0.0,54,67,42,80,74.0,78.0,23,60.0,67.0,52,55,50,27,88,34,12,64,48.0,0.0,29,7.0,08
2223,Harpring,Matt,4.0,3.0,0,73,65,55.0,72,54,49,11,60.0,57.0,26,75.0,69.0,68,59,55,74,69,80,23,73,65.0,5.0,50,3.0,08
2224,Bibby,Mike,4.0,4.0,0,82,83,84.0,85,33,73,14,19.0,43.0,85,88.0,60.0,87,83,64,84,51,75,25,80,58.0,29.0,71,3.0,08
2225,Doleac,Michael,0.0,1.0,0,60,60,0.0,80,53,35,28,50.0,75.0,19,57.0,55.0,52,42,25,45,78,68,12,50,57.0,0.0,35,8.0,08
2226,Olowokandi,Michael,0.0,0.0,0,69,57,0.0,63,68,22,73,70.0,80.0,11,60.0,65.0,59,57,60,28,79,76,12,50,65.0,0.0,37,0.0,08
2227,Mohammed,Nazr,0.0,1.0,0,67,52,0.0,67,58,54,72,84.0,79.0,8,72.0,45.0,45,50,40,24,73,60,12,64,72.0,0.0,44,2.0,08
2228,Garrity,Pat,0.0,1.0,0,63,87,75.0,81,55,35,14,16.0,56.0,14,64.0,51.0,61,60,40,58,67,60,25,50,56.0,48.0,38,0.0,08
2229,Pierce,Paul,2.0,3.0,0,89,80,83.0,80,80,80,19,21.0,64.0,57,94.0,69.0,81,78,72,85,68,90,25,79,80.0,24.0,80,9.0,08
2230,LaFrentz,Raef,1.0,0.0,1,73,70,70.0,81,53,33,72,56.0,81.0,21,76.0,51.0,57,50,45,53,68,47,25,64,64.0,33.0,42,5.0,08
2231,Lewis,Rashard,2.0,3.0,0,83,80,83.0,81,83,54,47,33.0,56.0,18,80.0,55.0,74,82,84,80,54,70,25,80,80.0,38.0,56,2.0,08
2232,Nesterovic,Rasho,0.0,0.0,0,65,54,0.0,60,58,30,70,71.0,72.0,18,43.0,34.0,58,60,50,28,68,80,12,70,67.0,0.0,29,0.0,08
2233,Davis,Ricky,2.0,3.0,0,76,75,61.0,81,87,59,16,19.0,35.0,43,78.0,60.0,80,72,88,71,45,70,25,73,61.0,17.0,60,9.0,08
2234,Patterson,Ruben,2.0,2.0,0,69,58,14.0,59,79,84,16,51.0,39.0,33,78.0,76.0,67,67,73,61,64,59,15,62,49.0,4.0,52,4.0,08
2235,Johnson,Joe,3.0,4.0,0,85,82,83.0,80,77,80,10,29.0,49.0,80,80.0,71.0,75,70,69,81,69,75,25,80,52.0,31.0,65,3.0,08
2236,Brand,Elton,1.0,0.0,0,90,82,0.0,77,85,36,85,74.0,87.0,63,88.0,85.0,61,60,74,61,85,80,12,81,88.0,0.0,64,3.0,08
2237,Francis,Steve,3.0,4.0,0,83,75,55.0,77,84,72,14,33.0,53.0,76,80.0,70.0,81,85,85,80,50,64,23,80,55.0,10.0,70,4.0,08
2238,Davis,Baron,4.0,3.0,0,88,80,73.0,68,82,84,13,18.0,49.0,92,80.0,85.0,88,91,85,90,75,55,25,69,56.0,47.0,75,9.0,08
2239,Odom,Lamar,1.0,2.0,1,85,75,70.0,69,71,27,40,69.0,90.0,70,80.0,65.0,74,68,72,75,69,52,25,69,80.0,15.0,63,7.0,08
2240,Szczerbiak,Wally,3.0,2.0,0,73,80,80.0,89,55,33,9,25.0,44.0,44,78.0,55.0,69,66,68,67,69,70,25,71,64.0,18.0,55,2.0,08
2241,Hamilton,Richard,3.0,2.0,0,79,78,72.0,84,69,49,2,19.0,39.0,55,81.0,68.0,80,84,62,80,44,90,25,90,60.0,10.0,67,2.0,08
2242,Miller,Andre,4.0,3.0,0,74,68,34.0,73,5,76,11,28.0,43.0,84,80.0,74.0,80,80,30,83,62,88,20,77,60.0,4.0,61,3.0,08
2243,Marion,Shawn,1.0,2.0,0,93,75,65.0,80,80,83,80,60.0,86.0,23,89.0,75.0,83,80,85,71,55,63,25,80,87.0,31.0,70,3.0,08
2244,Terry,Jason,3.0,4.0,0,81,80,80.0,80,25,80,9,12.0,32.0,77,87.0,83.0,90,90,50,85,43,90,25,80,56.0,33.0,56,7.0,08
2245,Maggette,Corey,2.0,3.0,0,83,75,66.0,82,85,52,3,22.0,70.0,54,82.0,54.0,81,74,87,80,67,82,25,77,75.0,17.0,78,3.0,08
2246,Weis,Fredric,0.0,0.0,0,53,44,18.0,24,58,18,18,52.0,58.0,47,62.0,57.0,42,34,25,14,62,62,15,55,79.0,1.0,61,7.0,08
2247,Artest,Ron,2.0,3.0,0,87,75,77.0,67,69,85,67,21.0,70.0,36,85.0,92.0,69,80,63,69,81,85,25,70,80.0,14.0,65,4.0,08
2248,Posey,James,2.0,3.0,0,72,65,69.0,78,72,62,25,25.0,65.0,30,60.0,81.0,75,66,50,68,55,73,25,58,49.0,50.0,40,2.0,08
2249,Foster,Jeff,0.0,1.0,0,65,51,0.0,67,61,52,22,84.0,89.0,15,51.0,55.0,51,49,50,30,69,85,12,63,55.0,0.0,31,2.0,08
2250,Thomas,Kenny,1.0,2.0,0,69,56,8.0,67,52,56,12,68.0,76.0,33,75.0,41.0,68,69,50,65,75,54,13,66,74.0,0.0,49,5.0,08
2251,George,Devean,2.0,3.0,0,72,69,67.0,76,70,48,9,33.0,66.0,45,66.0,39.0,69,69,68,65,70,80,25,50,60.0,32.0,45,6.0,08
2252,Kirilenko,Andrei,2.0,2.0,0,88,75,60.0,76,76,82,98,51.0,81.0,47,80.0,90.0,72,85,75,55,50,65,25,65,76.0,18.0,60,3.0,08
2253,Padgett,Scott,2.0,1.0,0,66,70,72.0,72,58,64,16,39.0,73.0,28,54.0,47.0,66,65,50,58,68,57,25,50,45.0,38.0,34,7.0,08
2254,Ruffin,Michael,0.0,1.0,0,64,35,0.0,43,60,62,52,83.0,71.0,23,16.0,60.0,67,71,62,46,74,69,12,50,49.0,0.0,18,10.0,08
2255,Booth,Calvin,0.0,1.0,1,61,46,0.0,75,35,60,82,51.0,79.0,8,51.0,54.0,55,65,33,37,60,38,12,50,63.0,0.0,32,0.0,08
2256,Alston,Rafer,4.0,4.0,0,72,71,72.0,69,12,74,10,13.0,46.0,83,81.0,53.0,85,84,40,87,40,66,25,75,33.0,40.0,64,9.0,08
2257,Buckner,Greg,3.0,3.0,0,64,51,73.0,77,10,82,5,35.0,49.0,42,54.0,64.0,62,65,50,50,59,62,25,62,54.0,40.0,33,6.0,08
2258,Elson,Francisco,1.0,0.0,0,63,44,11.0,56,69,65,70,51.0,73.0,16,49.0,54.0,55,53,40,36,61,53,15,50,69.0,1.0,35,2.0,08
2259,Williams,Shammond,4.0,3.0,0,68,76,68.0,75,0,65,4,10.0,35.0,74,64.0,60.0,83,80,65,75,59,58,25,50,40.0,43.0,21,10.0,08
2260,Moore,Mikki,1.0,0.0,0,61,50,11.0,78,67,28,43,68.0,69.0,18,68.0,54.0,46,53,71,27,55,35,15,50,54.0,0.0,26,2.0,08
2261,Buford,Rodney,3.0,2.0,0,67,58,62.0,82,65,56,3,19.0,63.0,22,64.0,42.0,82,78,71,60,48,66,25,50,56.0,22.0,45,6.0,08
2262,Carter,Anthony,4.0,4.0,0,64,48,15.0,66,10,83,9,11.0,42.0,91,42.0,46.0,79,80,65,78,53,84,15,50,28.0,10.0,32,6.0,08
2263,Bowen,Ryan,2.0,1.0,0,56,52,33.0,66,45,68,12,28.0,47.0,14,35.0,73.0,63,60,65,42,57,50,20,50,65.0,3.0,24,6.0,08
2264,Griffin,Adrian,3.0,2.0,1,68,56,24.0,77,10,73,9,63.0,71.0,57,43.0,85.0,62,66,50,66,70,58,18,77,48.0,6.0,38,7.0,08
2265,Atkins,Chucky,4.0,4.0,0,66,75,79.0,80,0,49,0,8.0,29.0,69,73.0,56.0,76,79,50,78,39,77,25,78,32.0,50.0,50,7.0,08
2266,Ollie,Kevin,4.0,4.0,0,60,41,32.0,83,0,67,9,14.0,56.0,83,46.0,51.0,66,67,50,69,53,74,20,50,25.0,0.0,35,7.0,08
2267,Martin,Kenyon,1.0,1.0,0,84,63,36.0,66,83,61,73,51.0,80.0,36,77.0,80.0,73,60,85,45,80,80,20,70,75.0,1.0,60,6.0,08
2268,Swift,Stromile,0.0,1.0,0,73,59,0.0,65,83,42,80,57.0,80.0,15,61.0,70.0,70,55,81,35,63,68,12,50,69.0,0.0,58,5.0,08
2269,Miles,Darius,2.0,2.0,0,76,43,41.0,53,82,80,67,43.0,63.0,36,77.0,66.0,75,70,86,60,52,55,20,70,67.0,3.0,57,4.0,08
2270,Mihm,Chris,0.0,1.0,0,64,45,0.0,71,58,12,74,76.0,76.0,12,75.0,54.0,47,40,50,33,78,45,12,58,65.0,0.0,45,6.0,08
2271,Miller,Mike,3.0,2.0,0,74,80,82.0,80,50,43,16,12.0,61.0,55,80.0,55.0,76,60,60,65,57,80,25,67,64.0,42.0,49,6.0,08
2272,Peterson,Morris,2.0,3.0,1,73,68,77.0,83,65,65,10,22.0,56.0,32,78.0,55.0,70,72,60,70,57,75,25,69,52.0,40.0,49,6.0,08
2273,Przybilla,Joel,0.0,0.0,0,64,42,0.0,53,58,22,85,73.0,89.0,18,49.0,76.0,41,43,50,28,70,40,12,67,66.0,0.0,31,6.0,08
2274,Johnson,DerMarr,2.0,3.0,0,69,78,72.0,79,74,64,23,28.0,46.0,29,76.0,41.0,64,62,75,69,46,47,25,50,46.0,40.0,44,10.0,08
2275,Mason,Desmond,3.0,2.0,0,71,59,16.0,68,95,42,14,23.0,40.0,39,77.0,65.0,82,74,96,76,65,38,15,79,60.0,1.0,62,6.0,08
2276,Thomas,Etan,1.0,0.0,0,67,40,0.0,60,73,32,84,72.0,77.0,12,69.0,74.0,50,48,50,25,84,40,12,50,76.0,0.0,42,1.0,08
2277,Dooling,Keyon,4.0,3.0,0,72,63,61.0,83,80,59,14,7.0,35.0,54,60.0,50.0,87,89,67,76,48,66,25,50,53.0,22.0,49,6.0,08
2278,Sanchez,Pepe,4.0,4.0,0,51,38,38.0,37,0,58,5,16.0,39.0,83,55.0,58.0,79,83,40,62,38,26,20,50,26.0,1.0,35,9.0,08
2279,Richardson,Quentin,2.0,3.0,0,73,71,79.0,67,70,60,14,25.0,70.0,26,75.0,47.0,70,69,79,69,64,45,25,78,51.0,33.0,54,7.0,08
2280,Magloire,Jamaal,0.0,1.0,0,75,64,0.0,53,75,20,78,79.0,80.0,22,73.0,75.0,55,56,45,53,80,85,12,70,69.0,0.0,53,6.0,08
2281,Marks,Sean,1.0,0.0,0,60,55,0.0,78,58,22,72,58.0,75.0,15,59.0,42.0,52,50,50,29,73,70,12,50,48.0,0.0,47,2.0,08
2282,Blount,Mark,0.0,1.0,0,66,68,0.0,76,59,29,65,64.0,75.0,29,71.0,67.0,55,58,40,22,69,46,12,64,62.0,0.0,42,0.0,08
2283,Jackson,Marc,0.0,1.0,0,64,62,0.0,80,60,28,14,72.0,58.0,19,78.0,55.0,58,40,75,40,74,54,12,58,69.0,0.0,58,6.0,08
2284,Lue,Tyronn,4.0,3.0,0,67,75,65.0,86,0,28,0,5.0,35.0,82,75.0,75.0,88,90,35,71,45,70,25,64,46.0,24.0,35,2.0,08
2285,Carter,Vince,3.0,2.0,0,87,83,77.0,79,94,70,20,29.0,54.0,56,91.0,65.0,82,80,98,83,60,55,25,79,80.0,20.0,82,0.0,08
2286,Crawford,Jamal,3.0,4.0,0,75,75,77.0,82,57,62,10,9.0,33.0,75,74.0,31.0,79,80,77,84,40,63,25,80,54.0,47.0,60,9.0,08
2287,Radmanovic,Vladimir,2.0,2.0,0,71,80,80.0,80,59,57,28,24.0,68.0,25,78.0,47.0,63,64,75,60,63,39,25,64,54.0,47.0,45,2.0,08
2288,Miller,Brad,0.0,1.0,0,80,64,60.0,82,57,59,52,53.0,81.0,65,75.0,60.0,58,62,50,38,75,70,25,76,86.0,1.0,53,2.0,08
2289,Turkoglu,Hedo,1.0,2.0,0,70,75,76.0,86,35,41,16,28.0,51.0,60,80.0,45.0,73,69,48,74,55,70,25,59,62.0,31.0,61,6.0,08
2290,Claxton,Speedy,4.0,4.0,0,70,65,40.0,76,0,86,5,15.0,40.0,88,72.0,67.0,90,86,50,85,42,38,20,65,47.0,10.0,66,6.0,08
2291,Stevenson,DeShawn,3.0,4.0,0,64,52,50.0,74,89,25,12,28.0,30.0,30,75.0,33.0,71,75,87,62,57,35,23,70,54.0,16.0,54,5.0,08
2292,McInnis,Jeff,4.0,3.0,0,67,63,68.0,81,33,38,0,9.0,23.0,80,70.0,49.0,78,77,40,77,40,88,25,76,41.0,29.0,55,9.0,08
2293,Tsakalidis,Jake,0.0,1.0,0,61,41,0.0,65,64,19,80,60.0,65.0,16,52.0,49.0,45,39,50,35,88,32,12,64,67.0,0.0,33,3.0,08
2294,Madsen,Mark,0.0,1.0,0,59,50,0.0,50,65,20,36,76.0,57.0,14,27.0,62.0,58,59,45,33,71,85,12,50,73.0,0.0,20,2.0,08
2295,Voskuhl,Jake,0.0,1.0,0,55,40,0.0,68,58,19,48,67.0,79.0,22,41.0,64.0,39,43,40,22,68,46,12,50,59.0,0.0,31,10.0,08
2296,House,Eddie,4.0,3.0,0,64,74,80.0,85,0,64,10,14.0,39.0,56,73.0,46.0,79,80,50,69,42,57,25,50,43.0,27.0,54,7.0,08
2297,Boykins,Earl,4.0,4.0,0,75,66,66.0,87,0,65,7,12.0,25.0,84,77.0,75.0,99,99,50,85,50,80,25,62,49.0,20.0,69,7.0,08
2298,Jones,Damon,4.0,3.0,0,65,80,80.0,64,0,30,1,4.0,44.0,65,70.0,65.0,77,77,60,75,45,75,25,71,34.0,59.0,45,7.0,08
2299,Najera,Eduardo,1.0,2.0,0,64,47,37.0,63,10,62,32,68.0,63.0,26,56.0,64.0,62,68,45,59,67,64,20,50,63.0,7.0,40,2.0,08
2300,Hudson,Troy,4.0,3.0,0,65,70,76.0,92,0,27,5,8.0,25.0,82,75.0,62.0,80,88,43,76,39,60,25,54,48.0,39.0,59,6.0,08
2301,Redd,Michael,3.0,2.0,1,83,84,84.0,87,60,47,3,21.0,48.0,67,89.0,64.0,80,80,74,85,61,85,25,81,65.0,21.0,70,3.0,08
2302,Cardinal,Brian,1.0,2.0,0,64,58,66.0,70,58,88,19,35.0,58.0,37,68.0,42.0,50,49,25,49,73,53,25,54,53.0,29.0,50,7.0,08
2303,Hart,Jason,4.0,3.0,0,68,52,61.0,66,15,84,10,7.0,51.0,87,70.0,66.0,74,79,55,72,45,55,25,59,33.0,17.0,35,10.0,08
2304,Okulaja,Ademola,1.0,2.0,0,63,71,70.0,49,58,48,22,48.0,62.0,50,51.0,55.0,53,49,50,38,47,49,25,54,58.0,1.0,48,10.0,08
2305,Newble,Ira,2.0,2.0,0,63,52,55.0,68,58,49,14,33.0,40.0,23,44.0,63.0,65,68,55,62,60,70,23,58,53.0,13.0,31,6.0,08
2306,Medvedenko,Slava,1.0,1.0,0,58,57,0.0,82,58,38,7,58.0,60.0,14,73.0,55.0,51,43,40,43,73,57,12,50,68.0,0.0,46,3.0,08
2307,Wolkowyski,Ruben,1.0,1.0,1,51,48,8.0,48,58,37,66,29.0,52.0,33,48.0,49.0,43,37,40,26,68,48,13,50,56.0,25.0,35,7.0,08
2308,Pettit,Bob,0.0,1.0,0,75,80,15.0,76,55,28,25,78.0,75.0,40,80.0,70.0,45,55,40,60,66,80,15,90,85.0,1.0,81,8.0,08
2309,Schayes,Dolph,1.0,0.0,0,74,75,8.0,84,55,25,25,65.0,70.0,55,85.0,75.0,55,50,40,55,60,88,13,90,75.0,1.0,77,7.0,08
2310,Arizin,Paul,2.0,3.0,0,72,84,75.0,81,55,43,5,28.0,57.0,52,85.0,62.0,71,65,40,61,32,85,25,90,48.0,1.0,81,10.0,08
2311,Sharman,Bill,3.0,4.0,0,75,85,85.0,88,55,62,5,12.0,30.0,61,94.0,90.0,65,70,40,65,28,85,25,90,51.0,1.0,77,10.0,08
2312,Cousy,Bob,4.0,4.0,0,83,78,70.0,80,10,60,10,22.0,65.0,99,97.0,89.0,91,95,50,96,22,90,25,90,48.0,1.0,73,10.0,08
2313,Gallatin,Harry,1.0,0.0,0,70,57,2.0,77,0,39,55,70.0,74.0,35,75.0,75.0,60,55,40,45,60,99,13,90,75.0,1.0,75,10.0,08
2314,Guerin,Richie,2.0,3.0,0,71,75,45.0,78,55,39,6,18.0,43.0,70,80.0,74.0,70,70,40,70,36,85,20,90,52.0,1.0,50,10.0,08
2315,Yardley,George,2.0,1.0,0,70,74,35.0,78,10,34,15,50.0,70.0,35,80.0,70.0,70,70,70,55,30,80,20,90,85.0,1.0,68,10.0,08
2316,Hagan,Cliff,2.0,1.0,0,71,74,25.0,80,10,35,8,44.0,74.0,41,88.0,71.0,66,66,70,55,38,90,18,90,84.0,1.0,68,6.0,08
2317,Braun,Carl,3.0,2.0,0,68,65,45.0,80,0,28,37,44.0,75.0,55,85.0,75.0,60,58,40,50,24,85,20,90,75.0,1.0,50,10.0,08
2318,Chamberlain,Wilt,0.0,0.0,0,99,93,10.0,56,99,46,87,80.0,98.0,69,97.0,79.0,67,68,83,51,98,96,15,94,99.0,0.0,99,10.0,08
2319,Russell,Bill,0.0,0.0,1,87,55,2.0,56,79,45,99,78.0,99.0,52,70.0,99.0,72,61,70,45,60,90,13,90,80.0,1.0,60,10.0,08
2320,Baylor,Elgin,2.0,1.0,0,83,85,20.0,78,78,38,25,64.0,70.0,50,90.0,85.0,80,77,65,80,42,90,18,90,84.0,1.0,88,2.0,08
2321,Robertson,Oscar,3.0,4.0,0,88,85,60.0,84,79,53,19,45.0,58.0,78,93.0,90.0,75,78,70,81,40,90,25,90,75.0,1.0,60,10.0,08
2322,Reed,Willis,0.0,0.0,1,81,84,5.0,75,65,56,80,70.0,80.0,38,85.0,80.0,58,61,40,45,49,80,13,90,82.0,1.0,75,10.0,08
2323,Greer,Hal,3.0,3.0,0,72,81,75.0,80,0,50,5,15.0,25.0,61,94.0,75.0,87,90,50,77,22,85,25,90,43.0,1.0,90,10.0,08
2324,Wilkens,Lenny,4.0,3.0,1,81,85,60.0,77,65,65,7,16.0,35.0,85,97.0,93.0,89,91,40,83,24,80,25,90,51.0,1.0,75,2.0,08
2325,Lucas,Jerry,1.0,0.0,0,76,65,60.0,78,45,17,25,91.0,85.0,55,94.0,97.0,51,48,40,45,47,75,25,90,60.0,1.0,60,6.0,08
2326,Jones,Sam,3.0,2.0,0,71,85,75.0,80,10,54,5,17.0,32.0,55,85.0,77.0,71,78,50,60,34,75,25,90,58.0,1.0,75,10.0,08
2327,Heinsohn,Tommy,1.0,2.0,0,71,75,48.0,79,45,31,13,37.0,55.0,38,90.0,78.0,56,55,40,50,61,80,20,90,85.0,1.0,60,10.0,08
2328,Bellamy,Walt,0.0,0.0,0,67,54,0.0,63,10,22,61,75.0,72.0,35,70.0,65.0,55,58,50,32,52,90,12,90,80.0,1.0,75,10.0,08
2329,Havlicek,John,2.0,3.0,0,79,70,50.0,81,79,75,11,20.0,37.0,70,99.0,91.0,85,70,40,57,54,90,23,90,55.0,1.0,65,4.0,08
2330,Barry,Rick,2.0,2.0,0,75,94,85.0,89,79,32,8,17.0,55.0,51,92.0,50.0,65,60,40,65,40,95,25,90,57.0,2.0,67,7.0,08
2331,Bing,Dave,3.0,3.0,0,72,85,77.0,77,0,38,10,16.0,27.0,71,91.0,85.0,78,74,50,80,26,75,25,90,54.0,1.0,68,1.0,08
2332,Frazier,Walt,4.0,3.0,0,81,81,70.0,78,53,80,7,20.0,32.0,73,95.0,92.0,80,85,40,82,34,85,25,90,57.0,1.0,82,6.0,08
2333,Cowens,Dave,0.0,1.0,1,70,65,5.0,78,0,32,29,75.0,72.0,57,81.0,92.0,67,60,50,42,45,76,13,90,72.0,1.0,72,2.0,08
2334,Cunningham,Billy,2.0,1.0,1,78,75,34.0,72,70,54,18,65.0,55.0,57,85.0,81.0,70,75,65,54,46,80,20,90,66.0,1.0,68,10.0,08
2335,Unseld,Wes,0.0,1.0,0,77,45,0.0,63,79,17,29,88.0,78.0,76,83.0,94.0,45,55,99,39,52,82,12,90,69.0,1.0,81,6.0,08
2336,Monroe,Earl,3.0,4.0,0,72,80,64.0,80,0,49,5,11.0,18.0,62,90.0,80.0,85,86,50,96,28,85,25,90,50.0,1.0,70,10.0,08
2337,Lanier,Bob,0.0,0.0,1,75,68,2.0,76,79,28,55,61.0,68.0,53,85.0,76.0,57,53,40,37,62,74,13,90,82.0,1.0,67,2.0,08
2338,Drexler,Clyde,3.0,3.0,0,86,85,59.0,79,95,84,40,50.0,52.0,84,88.0,68.0,68,66,85,80,52,30,23,78,70.0,14.0,90,10.0,08
2339,Walton,Bill,0.0,0.0,0,80,65,3.0,66,70,35,80,80.0,80.0,74,94.0,93.0,63,59,65,45,47,15,13,90,84.0,1.0,68,10.0,08
2340,Malone,Moses,0.0,0.0,0,79,80,2.0,76,79,22,45,84.0,72.0,20,85.0,79.0,57,67,50,42,77,75,13,90,98.0,1.0,74,7.0,08
2341,Bird,Larry,1.0,2.0,0,94,97,95.0,89,79,81,31,42.0,61.0,99,99.0,94.0,65,63,50,90,43,87,25,90,84.0,9.0,88,10.0,08
2342,Erving,Julius,2.0,3.0,0,97,80,44.0,78,99,68,64,75.0,66.0,72,93.0,81.0,87,90,95,81,46,90,20,90,82.0,1.0,84,10.0,08
2343,Gervin,George,3.0,2.0,0,93,89,80.0,84,98,36,37,57.0,66.0,68,96.0,64.0,82,78,91,88,48,94,25,90,72.0,1.0,81,10.0,08
2344,Johnson,Magic,4.0,4.0,0,93,74,72.0,85,61,84,18,24.0,74.0,99,99.0,93.0,84,78,50,99,64,82,25,90,70.0,8.0,84,7.0,08
2345,Archibald,Nate,4.0,4.0,1,78,85,75.0,81,62,54,4,8.0,16.0,88,85.0,65.0,91,95,40,93,17,85,25,90,55.0,1.0,55,0.0,08
2346,McHale,Kevin,1.0,1.0,0,78,80,18.0,80,79,19,47,55.0,76.0,30,85.0,94.0,47,50,50,37,72,85,15,90,95.0,1.0,63,9.0,08
2347,Olajuwon,Hakeem,0.0,0.0,0,91,90,28.0,71,79,40,91,72.0,90.0,56,84.0,92.0,59,67,61,33,80,88,18,90,94.0,1.0,63,10.0,08
2348,O'Neal,Shaquille,0.0,0.0,0,96,76,0.0,46,97,54,93,88.0,95.0,67,94.0,95.0,63,66,75,51,99,95,12,78,98.0,0.0,82,5.0,08
2349,Payton,Gary,4.0,3.0,0,92,80,81.0,81,41,99,25,25.0,38.0,94,93.0,99.0,97,98,44,95,44,92,25,90,70.0,18.0,75,10.0,08
2350,Hill,Grant,2.0,3.0,0,89,88,25.0,82,92,70,44,49.0,57.0,79,90.0,90.0,84,87,80,89,46,55,18,86,75.0,1.0,50,10.0,08
2351,Ewing,Patrick,0.0,0.0,0,82,75,25.0,74,62,51,86,55.0,90.0,27,84.0,92.0,57,54,50,41,64,73,18,90,88.0,1.0,80,10.0,08
2352,Robinson,David,0.0,1.0,1,93,80,20.0,75,97,50,91,73.0,85.0,65,84.0,90.0,70,65,75,45,80,80,18,88,85.0,1.0,65,3.0,08
2353,Worthy,James,2.0,1.0,0,75,70,32.0,77,79,43,35,25.0,34.0,51,90.0,80.0,75,80,65,54,42,65,20,90,80.0,3.0,60,5.0,08
2354,Thomas,Isiah,4.0,4.0,0,86,85,75.0,76,69,75,7,13.0,31.0,90,95.0,89.0,94,96,65,95,28,80,25,90,48.0,1.0,73,2.0,08
2355,Parish,Robert,0.0,0.0,0,77,80,2.0,72,82,31,50,55.0,60.0,33,86.0,90.0,62,55,50,32,75,77,13,90,86.0,1.0,58,10.0,08
2356,Maravich,Pete,3.0,4.0,0,79,89,77.0,82,10,37,7,15.0,26.0,88,97.0,62.0,93,89,75,94,32,85,25,90,52.0,1.0,75,10.0,08
2357,Wilkins,Dominique,2.0,1.0,0,84,73,45.0,81,99,40,22,35.0,40.0,55,88.0,70.0,80,82,90,71,53,90,20,90,85.0,10.0,82,2.0,08
